FT_TIPO,FT_CODIGOPRODUCTO,FT_CODIGODEPOSITO,FT_LOTE,FT_LOTEAUTOINCREMENT,FT_NOLINEA,FT_STATUS,FT_PUESTO,FT_EXISTENCIA,FT_EXISTENCIADETALLADA,FT_EXISTENCIAAPARTADA,FT_EXISTENCIAORDENCOMPRA,FT_EXISTENCIAPEDIDO,FT_INVENTARIOINICIALBS,FT_INVENTARIOINICIALUND,FT_CTDTRANSITO,FT_VISIBLE,FT_CODEBARRA,FT_EXISTENCIAAJUSTE,BASE_AUTOINCREMENT,FT_CODE,FT_INVENTARIOINICIALCIERRE,FT_INVENTARIOINICIALBSCIERRE
4, 94460-2D001,1,,0,,,,"37,0",,,,,"0,0","37,0",,True,10408,,10408,,"37,0","0,0"
4, STOPCS05RL/AN,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,15807,,15807,,"0,0","0,0"
4,00001600-DR,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,11799,,11799,,"0,0","0,0"
4,00001609-DR,1,,0,,,,"-1,0",,,,,"0,0","4,0",,True,11800,,11800,,"0,0","0,0"
4,000149,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9802,,9802,,"0,0","0,0"
4,000245,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,9548,,9548,,"0,0","0,0"
4,0004003,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,9647,,9647,,"0,0","0,0"
4,0004004,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9646,,9646,,"0,0","0,0"
4,000422,1,,0,,,,"8,0",,,,,"0,0","9,0",,True,12691,,12691,,"8,0","0,0"
4,000473,1,,0,,,,"6,0",,,,,"0,0","10,0",,True,12680,,12680,,"6,0","0,0"
4,000487,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,8076,,8076,,"0,0","0,0"
4,001,1,,0,,,,"0,0",,,,,"0,0","6,0",,True,8489,,8489,,"0,0","0,0"
4,0011009,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,10765,,10765,,"0,0","0,0"
4,001369,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,8112,,8112,,"0,0","0,0"
4,0014,1,,0,,,,"0,0",,,,,"0,0","8,0",,True,9550,,9550,,"0,0","0,0"
4,00317-33075-HY,1,,0,,,,"0,0",,,,,"0,0","5,0",,True,11321,,11321,,"0,0","0,0"
4,009678-VE,1,,0,,,,"0,0",,,,,"0,0","18,0",,True,13552,,13552,,"0,0","0,0"
4,009721,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,8131,,8131,,"0,0","0,0"
4,00CEP-16,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,8621,,8621,,"0,0","0,0"
4,00CEP-17,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,8624,,8624,,"0,0","0,0"
4,01030002,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,10407,,10407,,"0,0","0,0"
4,01100001-DR,1,,0,,,,"15,0",,,,,"0,0","29,0",,True,11452,,11452,,"15,0","0,0"
4,01100002-DR,1,,0,,,,"16,0",,,,,"5055,84","24,0",,True,14884,,14884,,"16,0","3370,56"
4,0110001,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,10584,,10584,,"0,0","0,0"
4,01101001,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,10945,,10945,,"0,0","0,0"
4,01101001-DR,1,,0,,,,"0,0",,,,,"0,0","3,0",,True,11453,,11453,,"0,0","0,0"
4,012-A,1,,0,,,,"0,0",,,,,"0,0","4,0",,True,10103,,10103,,"0,0","0,0"
4,013107-GM,1,,0,,,,"0,0",,,,,"0,0","10,0",,True,12178,,12178,,"0,0","0,0"
4,016178,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,8619,,8619,,"0,0","0,0"
4,016181,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,8226,,8226,,"0,0","0,0"
4,01652RE,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9313,,9313,,"0,0","0,0"
4,020062,1,,0,,,,"0,0",,,,,"0,0","5,0",,True,9547,,9547,,"0,0","0,0"
4,023023RE,1,,0,,,,"2,0",,,,,"0,0","4,0",,True,12208,,12208,,"3,0","0,0"
4,02374BAGE,1,,0,,,,"0,0",,,,,"0,0","16,0",,True,10852,,10852,,"0,0","0,0"
4,02509-SA,1,,0,,,,"14,0",,,,,"1506,8999999999999","15,0",,True,14612,,14612,,"14,0","1406,4399999999998"
4,028-A,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,10429,,10429,,"0,0","0,0"
4,0404,1,,0,,,,"15,0",,,,,"0,0","23,0",,True,12706,,12706,,"15,0","0,0"
4,0406,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9068,,9068,,"0,0","0,0"
4,0414,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,12710,,12710,,"0,0","0,0"
4,0415,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,12711,,12711,,"0,0","0,0"
4,0416,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,12712,,12712,,"0,0","0,0"
4,0428,1,,0,,,,"40,0",,,,,"0,0","44,0",,True,12701,,12701,,"40,0","0,0"
4,0439,1,,0,,,,"5,0",,,,,"0,0","6,0",,True,12703,,12703,,"5,0","0,0"
4,0440,1,,0,,,,"53,0",,,,,"0,0","57,0",,True,12695,,12695,,"53,0","0,0"
4,0441,1,,0,,,,"38,0",,,,,"0,0","40,0",,True,12699,,12699,,"38,0","0,0"
4,0442,1,,0,,,,"19,0",,,,,"0,0","19,0",,True,12700,,12700,,"19,0","0,0"
4,0446,1,,0,,,,"25,0",,,,,"0,0","25,0",,True,12696,,12696,,"25,0","0,0"
4,0448,1,,0,,,,"25,0",,,,,"0,0","27,0",,True,12702,,12702,,"25,0","0,0"
4,0459,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9076,,9076,,"0,0","0,0"
4,0461,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,12687,,12687,,"0,0","0,0"
4,0462,1,,0,,,,"36,0",,,,,"0,0","40,0",,True,12686,,12686,,"36,0","0,0"
4,0463,1,,0,,,,"27,0",,,,,"0,0","36,0",,True,12685,,12685,,"27,0","0,0"
4,0471,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,12704,,12704,,"0,0","0,0"
4,048816-CN,1,,0,,,,"0,0",,,,,"0,0","7,0",,True,11612,,11612,,"0,0","0,0"
4,049065-AL,1,,0,,,,"0,0",,,,,"0,0","9,0",,True,11605,,11605,,"0,0","0,0"
4,0504002,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,8132,,8132,,"0,0","0,0"
4,055850-DK,1,,0,,,,"3,0",,,,,"4599,45","9,0",,True,16006,,16006,,"8,0","4088,4"
4,0615139,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9257,,9257,,"0,0","0,0"
4,0799224,1,,0,,,,"0,0",,,,,"372,0","31,0",,True,10838,,10838,,"0,0","0,0"
4,08-06-SD-3004,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9095,,9095,,"0,0","0,0"
4,0995-KO,1,,0,,,,"21,0",,,,,"0,0","21,0",,True,14604,,14604,,"21,0","0,0"
4,099700-0480,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,8582,,8582,,"0,0","0,0"
4,0K2021505A-KO,1,,0,,,,"0,0",,,,,"0,0","7,0",,True,12462,,12462,,"0,0","0,0"
4,0K30A-13-480-K,1,,0,,,,"0,0",,,,,"0,0","4,0",,True,11180,,11180,,"0,0","0,0"
4,0K30A-15185C,1,,0,,,,"0,0",,,,,"0,01","1,0",,True,9254,,9254,,"0,0","0,0"
4,0K30A-18140A,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,8472,,8472,,"0,0","0,0"
4,0K30E-10235,1,,0,,,,"2,0",,,,,"344,79999999999995","5,0",,True,8948,,8948,,"2,0","137,92"
4,0K30E-12205,1,,0,,,,"0,0",,,,,"0,28","4,0",,True,10990,,10990,,"0,0","0,0"
4,0K30E-13111,1,,0,,,,"1,0",,,,,"0,0","3,0",,True,8883,,8883,,"1,0","0,0"
4,0K30E-18-10X-MO,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,13712,,13712,,"0,0","0,0"
4,0K3Y0-11-SF0-FO,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,11746,,11746,,"0,0","0,0"
4,0K3Y0-11-SFX-FO,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,11747,,11747,,"0,0","0,0"
4,0K3Y0-11-SFY-FO,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,11748,,11748,,"0,0","0,0"
4,0K3Y2-11CS0-020,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,10033,,10033,,"0,0","0,0"
4,100812026,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,10894,,10894,,"0,0","0,0"
4,101012029,1,,0,,,,"0,0",,,,,"0,0","10,0",,True,10895,,10895,,"0,0","0,0"
4,101041,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9930,,9930,,"0,0","0,0"
4,1019057,1,,0,,,,"0,0",,,,,"0,0","8,0",,True,8487,,8487,,"0,0","0,0"
4,101961-6650-CO,1,,0,,,,"0,0",,,,,"0,0","7,0",,True,11548,,11548,,"0,0","0,0"
4,101YU20-MI,1,,0,,,,"0,0",,,,,"5243,04","12,0",,True,11365,,11365,,"0,0","0,0"
4,1020004,1,,0,,,,"1,0",,,,,"0,0","3,0",,True,9545,,9545,,"1,0","0,0"
4,1034,1,,0,,,,"0,0",,,,,"0,0","14,0",,True,10295,,10295,,"0,0","0,0"
4,1035A937-AN,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,15803,,15803,,"0,0","0,0"
4,1035A948-AN,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,15802,,15802,,"0,0","0,0"
4,1035A948/37-AN,1,,0,,,,"3,0",,,,,"0,0","4,0",,True,15828,,15828,,"4,0","0,0"
4,1048E,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,8397,,8397,,"0,0","0,0"
4,1052A438-010,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,10768,,10768,,"0,0","0,0"
4,1052A438-010-TA,1,,0,,,,"0,0",,,,,"0,0","9,0",,True,12665,,12665,,"0,0","0,0"
4,1052A438-020-TA,1,,0,,,,"0,0",,,,,"0,0","8,0",,True,12664,,12664,,"0,0","0,0"
4,105706-CO,1,,0,,,,"5,0",,,,,"0,0","25,5",,True,11887,,11887,,"5,0","0,0"
4,105HTB22-DAY,1,,0,,,,"0,0",,,,,"0,0","6,0",,True,13570,,13570,,"0,0","0,0"
4,105RU22,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,10279,,10279,,"0,0","0,0"
4,105RU22-MI,1,,0,,,,"6,0",,,,,"16550,06","41,0",,True,11364,,11364,,"7,0","2825,6200000000003"
4,107YU25-MI,1,,0,,,,"1,0",,,,,"15396,77","31,0",,True,11933,,11933,,"3,0","1490,01"
4,107YU25-NPC,1,,0,,,,"3,0",,,,,"4757,16","12,0",,True,12125,,12125,,"3,0","1189,29"
4,107YU25RE,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,10280,,10280,,"0,0","0,0"
4,109YU25,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,10281,,10281,,"0,0","0,0"
4,109YU25-MI,1,,0,,,,"0,0",,,,,"0,0","29,0",,True,11713,,11713,,"0,0","0,0"
4,110S8M22-MI,1,,0,,,,"0,0",,,,,"6469,06","13,0",,True,11363,,11363,,"0,0","0,0"
4,1110B098-FU,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,14545,,14545,,"0,0","0,0"
4,1115A102-0.50-TA,1,,0,,,,"1,0",,,,,"0,0","3,0",,True,11831,,11831,,"1,0","0,0"
4,1115A102-010,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,10675,,10675,,"0,0","0,0"
4,1115A102-010-TA,1,,0,,,,"0,0",,,,,"0,0","11,0",,True,12215,,12215,,"0,0","0,0"
4,1115A102-020,1,,0,,,,"0,0",,,,,"0,02","1,0",,True,10757,,10757,,"0,0","0,0"
4,1115A102-030-TA,1,,0,,,,"3,0",,,,,"0,0","3,0",,True,14900,,14900,,"3,0","0,0"
4,1115A102-1.00-TA,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,11524,,11524,,"0,0","0,0"
4,1115A102-STD-TA,1,,0,,,,"1,0",,,,,"0,0","15,0",,True,12480,,12480,,"1,0","0,0"
4,11165-C4011,1,,0,,,,"0,0",,,,,"0,56","4,0",,True,8476,,8476,,"0,0","0,0"
4,111RU17-MI,1,,0,,,,"1,0",,,,,"0,0","5,0",,True,11931,,11931,,"1,0","0,0"
4,111RU25	,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,10735,,10735,,"0,0","0,0"
4,111RU25-MI,1,,0,,,,"2,0",,,,,"0,0","5,0",,True,12958,,12958,,"2,0","0,0"
4,113RU24,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,8808,,8808,,"0,0","0,0"
4,113RU24-MI,1,,0,,,,"0,0",,,,,"0,0","14,0",,True,13806,,13806,,"0,0","0,0"
4,113RU25-MI,1,,0,,,,"0,0",,,,,"9553,5","18,0",,True,12468,,12468,,"0,0","0,0"
4,113X254H-DAY,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,15334,,15334,,"0,0","0,0"
4,1145A051-3A-YA,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,11441,,11441,,"0,0","0,0"
4,12006-A1021-MC,1,,0,,,,"0,0",,,,,"3062,7999999999997","13,0",,True,11417,,11417,,"0,0","0,0"
4,12006400-MCH,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,13648,,13648,,"0,0","0,0"
4,1210TUCRRA48-HI,1,,0,,,,"0,0",,,,,"0,0","19,0",,True,13114,,13114,,"0,0","0,0"
4,12129596,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9271,,9271,,"0,0","0,0"
4,121YU29-MI,1,,0,,,,"0,0",,,,,"0,0","13,0",,True,11366,,11366,,"0,0","0,0"
4,121YU29-QP,1,,0,,,,"4,0",,,,,"984,2","4,0",,True,15177,,15177,,"4,0","984,2"
4,12204-11040-DI,1,,0,,,,"0,0",,,,,"0,0","4,0",,True,15894,,15894,,"0,0","0,0"
4,12204-15030-DI,1,,0,,,,"24,0",,,,,"0,0","24,0",,True,15895,,15895,,"24,0","0,0"
4,122RU19-MI,1,,0,,,,"0,0",,,,,"684,0","2,0",,True,14294,,14294,,"0,0","0,0"
4,1230140,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9414,,9414,,"0,0","0,0"
4,1259-151,1,,0,,,,"1,0",,,,,"0,0","1,0",,True,15576,,15576,,"1,0","0,0"
4,127RU25-MI,1,,0,,,,"3,0",,,,,"9933,44","16,0",,True,12804,,12804,,"8,0","4966,72"
4,12810-81401,1,,0,,,,"0,0",,,,,"0,0","7,0",,True,11100,,11100,,"0,0","0,0"
4,12810-81401-IC,1,,0,,,,"0,0",,,,,"0,0","3,0",,True,12942,,12942,,"0,0","0,0"
4,12X22X7,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,10427,,10427,,"0,0","0,0"
4,12X22X7-MI,1,,0,,,,"0,0",,,,,"0,0","41,0",,True,11753,,11753,,"0,0","0,0"
4,12X22X9,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,8985,,8985,,"0,0","0,0"
4,12X22X9-CN,1,,0,,,,"0,0",,,,,"0,0","24,0",,True,11754,,11754,,"0,0","0,0"
4,1303530,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9073,,9073,,"0,0","0,0"
4,13219141,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9081,,9081,,"0,0","0,0"
4,13272717,1,,0,,,,"3,0",,,,,"0,1","5,0",,True,9039,,9039,,"3,0","0,06"
4,13278359,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9678,,9678,,"0,0","0,0"
4,13301207,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,9326,,9326,,"0,0","0,0"
4,1334135-KOT,1,,0,,,,"1,0",,,,,"500,95","1,0",,True,15996,,15996,,"1,0","500,95"
4,1334139-KOT,1,,0,,,,"1,0",,,,,"1001,9","2,0",,True,15997,,15997,,"1,0","500,95"
4,13465094-GM,1,,0,,,,"2,0",,,,,"0,0","2,0",,True,12318,,12318,,"2,0","0,0"
4,135016,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,8493,,8493,,"0,0","0,0"
4,13502353,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9633,,9633,,"0,0","0,0"
4,13504557-CAP,1,,0,,,,"3,0",,,,,"0,0","5,0",,True,11529,,11529,,"3,0","0,0"
4,13505131,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,10064,,10064,,"0,0","0,0"
4,13505131-KO,1,,0,,,,"1,0",,,,,"0,0","2,0",,True,12724,,12724,,"1,0","0,0"
4,13554124-TSA,1,,0,,,,"4,0",,,,,"2770,28","4,0",,True,16048,,16048,,"4,0","2770,28"
4,13577231-CL,1,,0,,,,"0,0",,,,,"0,0","3,0",,True,11243,,11243,,"0,0","0,0"
4,13758M19,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,10282,,10282,,"0,0","0,0"
4,137S8M22-MI,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,15032,,15032,,"0,0","0,0"
4,13AV0200,1,,0,,,,"1,0",,,,,"0,0","2,0",,True,8796,,8796,,"1,0","0,0"
4,1404,1,,0,,,,"0,0",,,,,"7,840000000000001","7,0",,True,9737,,9737,,"0,0","0,0"
4,140B,1,,0,,,,"0,0",,,,,"0,0","44,0",,True,10000,,10000,,"0,0","0,0"
4,142458-SU,1,,0,,,,"2,0",,,,,"0,0","11,0",,True,12993,,12993,,"2,0","0,0"
4,1450A065-GZ,1,,0,,,,"7,0",,,,,"2802,96","6,0",,True,16259,,16259,,"6,0","2802,96"
4,149RU25-MIT,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,14617,,14617,,"0,0","0,0"
4,1500A098,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,10198,,10198,,"0,0","0,0"
4,1500A098-SY,1,,0,,,,"0,0",,,,,"0,0","8,0",,True,12388,,12388,,"0,0","0,0"
4,150305021RE,1,,0,,,,"0,0",,,,,"0,0","11,0",,True,9129,,9129,,"0,0","0,0"
4,153RU29-GA,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,16010,,16010,,"0,0","0,0"
4,153RU29-MA,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,15064,,15064,,"0,0","0,0"
4,15W40V0,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9803,,9803,,"0,0","0,0"
4,160108014-GTX,1,,0,,,,"4,0",,,,,"0,0","10,0",,True,11682,,11682,,"4,0","0,0"
4,160108015,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9312,,9312,,"0,0","0,0"
4,160108015-GTX,1,,0,,,,"2,0",,,,,"0,0","10,0",,True,11683,,11683,,"2,0","0,0"
4,160108017,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9946,,9946,,"0,0","0,0"
4,160108017-GTX,1,,0,,,,"0,0",,,,,"0,0","4,0",,True,11676,,11676,,"0,0","0,0"
4,160108018,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9947,,9947,,"0,0","0,0"
4,160108018-GTX,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,11677,,11677,,"0,0","0,0"
4,160108019,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,9948,,9948,,"0,0","0,0"
4,160108019-GTX,1,,0,,,,"2,0",,,,,"0,0","5,0",,True,11680,,11680,,"2,0","0,0"
4,160108020,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,9970,,9970,,"0,0","0,0"
4,160108020-GTX,1,,0,,,,"2,0",,,,,"0,0","4,0",,True,11681,,11681,,"2,0","0,0"
4,160108021,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9945,,9945,,"0,0","0,0"
4,160108021-GTX,1,,0,,,,"1,0",,,,,"0,0","1,0",,True,11673,,11673,,"1,0","0,0"
4,160108022,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,9277,,9277,,"0,0","0,0"
4,160108022-GTX,1,,0,,,,"1,0",,,,,"297,87","3,0",,True,11675,,11675,,"1,0","99,29"
4,160108023,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,9294,,9294,,"0,0","0,0"
4,160108023-GTX,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,11678,,11678,,"0,0","0,0"
4,160108024,1,,0,,,,"0,0",,,,,"0,0","3,0",,True,9293,,9293,,"0,0","0,0"
4,160108024-GTX,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,11679,,11679,,"0,0","0,0"
4,16010814,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9311,,9311,,"0,0","0,0"
4,16137039,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9528,,9528,,"0,0","0,0"
4,16137039-AN,1,,0,,,,"5,0",,,,,"0,0","6,0",,True,14052,,14052,,"5,0","0,0"
4,16137039-HQ,1,,0,,,,"0,0",,,,,"0,0","12,0",,True,11669,,11669,,"0,0","0,0"
4,162S8M20-MI,1,,0,,,,"2,0",,,,,"0,0","24,0",,True,11932,,11932,,"2,0","0,0"
4,16401-62090-HI,1,,0,,,,"0,0",,,,,"0,0","163,0",,True,13178,,13178,,"0,0","0,0"
4,16401-62090H-HI,1,,0,,,,"0,0",,,,,"0,0","6,0",,True,11436,,11436,,"0,0","0,0"
4,16401-71010-HI,1,,0,,,,"0,0",,,,,"0,0","184,0",,True,12603,,12603,,"0,0","0,0"
4,16401-72090-HI,1,,0,,,,"0,0",,,,,"7675,84","83,0",,True,12594,,12594,,"0,0","0,0"
4,16401-72090H-HI,1,,0,,,,"0,0",,,,,"0,0","7,0",,True,11435,,11435,,"0,0","0,0"
4,16958M24-MI,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,13553,,13553,,"0,0","0,0"
4,16MM-TO,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,15170,,15170,,"0,0","0,0"
4,17*30*7,1,,0,,,,"0,0",,,,,"0,03","3,0",,True,8973,,8973,,"0,0","0,0"
4,17059602,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,10676,,10676,,"0,0","0,0"
4,17059602-GM,1,,0,,,,"1,0",,,,,"0,0","2,0",,True,14678,,14678,,"1,0","0,0"
4,17106681,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9537,,9537,,"0,0","0,0"
4,17106681-DE,1,,0,,,,"4,0",,,,,"556,56","4,0",,True,16121,,16121,,"4,0","556,56"
4,17106681-GM,1,,0,,,,"0,0",,,,,"0,0","4,0",,True,11516,,11516,,"0,0","0,0"
4,175S8M29-MI,1,,0,,,,"2,0",,,,,"0,0","2,0",,True,15033,,15033,,"2,0","0,0"
4,176591,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9800,,9800,,"0,0","0,0"
4,1770A267-AN,1,,0,,,,"8,0",,,,,"0,0","8,0",,True,14875,,14875,,"8,0","0,0"
4,1770A267-CA,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,11959,,11959,,"0,0","0,0"
4,18814-08051,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,8523,,8523,,"0,0","0,0"
4,19086,1,,0,,,,"0,0",,,,,"0,0","5,0",,True,11089,,11089,,"0,0","0,0"
4,19187221,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,10074,,10074,,"0,0","0,0"
4,19187221-IRP,1,,0,,,,"0,0",,,,,"0,0","2,0",,True,11739,,11739,,"0,0","0,0"
4,191982T288-GA,1,,0,,,,"0,0",,,,,"0,0","6,0",,True,11326,,11326,,"0,0","0,0"
4,19237639,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,11010,,11010,,"0,0","0,0"
4,2-1048-IN,1,,0,,,,"0,0",,,,,"0,0","6,0",,True,14264,,14264,,"0,0","0,0"
4,2.5MMX100M,1,,0,,,,"33,0",,,,,"0,0","90,0",,True,12031,,12031,,"33,0","0,0"
4,20-011G-HY,1,,0,,,,"0,0",,,,,"0,0","14,0",,True,12369,,12369,,"0,0","0,0"
4,200N,1,,0,,,,"0,0",,,,,"0,0","41,0",,True,9997,,9997,,"0,0","0,0"
4,20159,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,12713,,12713,,"0,0","0,0"
4,201YU32-MIT,1,,0,,,,"2,0",,,,,"0,0","2,0",,True,14616,,14616,,"2,0","0,0"
4,2022050100,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9933,,9933,,"0,0","0,0"
4,20654-075-RIK,1,,0,,,,"4,0",,,,,"1597,36","4,0",,True,16187,,16187,,"4,0","1597,36"
4,20659-050-RIK,1,,0,,,,"3,0",,,,,"1280,52","3,0",,True,16186,,16186,,"3,0","1280,52"
4,20659-STD-RIK,1,,0,,,,"3,0",,,,,"1280,52","3,0",,True,15554,,15554,,"3,0","1280,52"
4,2068-BOSCH,1,,0,,,,"0,0",,,,,"0,0","130,0",,True,13582,,13582,,"0,0","0,0"
4,2068-DE,1,,0,,,,"0,0",,,,,"0,0","246,0",,True,12083,,12083,,"0,0","0,0"
4,20910-02H00,1,,0,,,,"0,0",,,,,"0,0","4,0",,True,8139,,8139,,"0,0","0,0"
4,20910-02H00-CAP,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,14401,,14401,,"0,0","0,0"
4,20910-02H00-EN,1,,0,,,,"0,0",,,,,"0,0","14,0",,True,13100,,13100,,"0,0","0,0"
4,20910-02H00-HY,1,,0,,,,"14,0",,,,,"8015,400000000001","18,0",,True,12725,,12725,,"14,0","6234,2"
4,20910-02H00-POS,1,,0,,,,"0,0",,,,,"0,0","4,0",,True,10552,,10552,,"0,0","0,0"
4,20910-22A010-CA,1,,0,,,,"0,0",,,,,"0,0","5,0",,True,11974,,11974,,"0,0","0,0"
4,20910-22A10,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,10604,,10604,,"0,0","0,0"
4,20910-22A10-PO,1,,0,,,,"0,0",,,,,"0,0","3,0",,True,11996,,11996,,"0,0","0,0"
4,20910-22AF1RE,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,8147,,8147,,"0,0","0,0"
4,20910-22N10-APW,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,15156,,15156,,"0,0","0,0"
4,20910-22N10-HY,1,,0,,,,"1,0",,,,,"388,09","1,0",,True,15972,,15972,,"1,0","388,09"
4,20910-22N10-KOR,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,8138,,8138,,"0,0","0,0"
4,20910-22N10RE,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9886,,9886,,"0,0","0,0"
4,20910-22P00-CAP,1,,0,,,,"0,0",,,,,"0,0","1,0",,True,14399,,14399,,"0,0","0,0"
4,20910-22P00-HY,1,,0,,,,"0,0",,,,,"387,55","1,0",,True,15971,,15971,,"0,0","0,0"
4,20910-23A00,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,9963,,9963,,"0,0","0,0"
4,20910-23B00-NA,1,,0,,,,"0,0",,,,,"0,0","4,0",,True,15391,,15391,,"0,0","0,0"
4,20910-23B00RE,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,8146,,8146,,"0,0","0,0"
4,20910-23F00,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,10612,,10612,,"0,0","0,0"
4,20910-23F00-AN,1,,0,,,,"0,0",,,,,"0,0","52,0",,True,12503,,12503,,"0,0","0,0"
4,20910-23F00-AP,1,,0,,,,"0,0",,,,,"0,0","0,0",,True,14992,,14992,,"0,0","0,0"
4,20910-23F00-CA,1,,0,,,,"0,0",,,,,"0,0","4,0",,True,11975,,11975,,"0,0","0,0"
